google_ads_spend_log,facebook_ads_spend_log,email_marketing_spend_log,influencer_spend_log,organic_traffic,email_sends,site_visits,conversions,revenue,google_ads_spend_missing,facebook_ads_spend_missing,email_marketing_spend_missing,influencer_spend_missing,organic_traffic_missing,email_sends_missing,site_visits_missing,conversions_missing,date,google_ads_spend_log_lag1,google_ads_spend_log_lag3,google_ads_spend_log_lag7,facebook_ads_spend_log_lag1,facebook_ads_spend_log_lag3,facebook_ads_spend_log_lag7,email_marketing_spend_log_lag1,email_marketing_spend_log_lag3,email_marketing_spend_log_lag7,influencer_spend_log_lag1,influencer_spend_log_lag3,influencer_spend_log_lag7,organic_traffic_lag1,organic_traffic_lag3,organic_traffic_lag7,email_sends_lag1,email_sends_lag3,email_sends_lag7,site_visits_lag1,site_visits_lag3,site_visits_lag7,conversions_lag1,conversions_lag3,conversions_lag7,google_ads_spend_log_lag1_missing,google_ads_spend_log_lag3_missing,google_ads_spend_log_lag7_missing,facebook_ads_spend_log_lag1_missing,facebook_ads_spend_log_lag3_missing,facebook_ads_spend_log_lag7_missing,email_marketing_spend_log_lag1_missing,email_marketing_spend_log_lag3_missing,email_marketing_spend_log_lag7_missing,influencer_spend_log_lag1_missing,influencer_spend_log_lag3_missing,influencer_spend_log_lag7_missing,organic_traffic_lag1_missing,organic_traffic_lag3_missing,organic_traffic_lag7_missing,email_sends_lag1_missing,email_sends_lag3_missing,email_sends_lag7_missing,site_visits_lag1_missing,site_visits_lag3_missing,site_visits_lag7_missing,conversions_lag1_missing,conversions_lag3_missing,conversions_lag7_missing,google_ads_spend_log_x_facebook_ads_spend_log,google_ads_spend_log_x_email_marketing_spend_log,google_ads_spend_log_x_influencer_spend_log,google_ads_spend_log_x_organic_traffic,google_ads_spend_log_x_email_sends,google_ads_spend_log_x_site_visits,google_ads_spend_log_x_conversions,facebook_ads_spend_log_x_email_marketing_spend_log,facebook_ads_spend_log_x_influencer_spend_log,facebook_ads_spend_log_x_organic_traffic,facebook_ads_spend_log_x_email_sends,facebook_ads_spend_log_x_site_visits,facebook_ads_spend_log_x_conversions,email_marketing_spend_log_x_influencer_spend_log,email_marketing_spend_log_x_organic_traffic,email_marketing_spend_log_x_email_sends,email_marketing_spend_log_x_site_visits,email_marketing_spend_log_x_conversions,influencer_spend_log_x_organic_traffic,influencer_spend_log_x_email_sends,influencer_spend_log_x_site_visits,influencer_spend_log_x_conversions,organic_traffic_x_email_sends,organic_traffic_x_site_visits,organic_traffic_x_conversions,email_sends_x_site_visits,email_sends_x_conversions,site_visits_x_conversions,google_ads_spend_log_roll1,google_ads_spend_log_roll2,google_ads_spend_log_roll3,google_ads_spend_log_roll4,google_ads_spend_log_roll5,google_ads_spend_log_roll6,google_ads_spend_log_roll7,facebook_ads_spend_log_roll1,facebook_ads_spend_log_roll2,facebook_ads_spend_log_roll3,facebook_ads_spend_log_roll4,facebook_ads_spend_log_roll5,facebook_ads_spend_log_roll6,facebook_ads_spend_log_roll7,email_marketing_spend_log_roll1,email_marketing_spend_log_roll2,email_marketing_spend_log_roll3,email_marketing_spend_log_roll4,email_marketing_spend_log_roll5,email_marketing_spend_log_roll6,email_marketing_spend_log_roll7,influencer_spend_log_roll1,influencer_spend_log_roll2,influencer_spend_log_roll3,influencer_spend_log_roll4,influencer_spend_log_roll5,influencer_spend_log_roll6,influencer_spend_log_roll7,organic_traffic_roll1,organic_traffic_roll2,organic_traffic_roll3,organic_traffic_roll4,organic_traffic_roll5,organic_traffic_roll6,organic_traffic_roll7,email_sends_roll1,email_sends_roll2,email_sends_roll3,email_sends_roll4,email_sends_roll5,email_sends_roll6,email_sends_roll7,site_visits_roll1,site_visits_roll2,site_visits_roll3,site_visits_roll4,site_visits_roll5,site_visits_roll6,site_visits_roll7,conversions_roll1,conversions_roll2,conversions_roll3,conversions_roll4,conversions_roll5,conversions_roll6,conversions_roll7,day_of_week,is_weekend,month
5.663798763346113,3.6826404683291947,4.436258005691806,4.057641425614252,4284.075974109975,20833.13619458528,15852.67659489542,910.4357769748356,-8969.378951053102,0,0,0,0,0,0,0,0,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.857734530371243,25.126072606521543,22.98166448849596,24264.14420424487,117994.69101551326,89786.37009389455,5156.525027736131,16.33714325971001,14.942834519936008,15776.711551654207,76720.95043239344,58379.70835969693,3352.8076361022627,18.000744258607934,19005.266337137295,92421.16722689666,70326.56345574792,4038.9280042728537,17383.24414302736,84533.39644861288,64324.477258313134,3694.221924014391,89250738.23658371,67914070.92552699,3900376.03810804,330260970.5501707,18967232.53813982,14432843.932804402,5.663798763346113,,,,,,,3.6826404683291947,,,,,,,4.436258005691806,,,,,,,4.057641425614252,,,,,,,4284.075974109975,,,,,,,20833.13619458528,,,,,,,15852.67659489542,,,,,,,910.4357769748356,,,,,,,0,0,1
5.194820488936823,4.952651027342602,3.8761194058546824,3.0635736032007306,5547.49938623424,24988.993201589972,37961.34132126885,1271.6213775874069,4996.218917042622,0,0,1,0,0,0,0,0,2024-01-02,5.663798763346113,0.0,0.0,3.6826404683291947,0.0,0.0,4.436258005691806,0.0,0.0,4.057641425614252,0.0,0.0,4284.075974109975,0.0,0.0,20833.13619458528,0.0,0.0,15852.67659489542,0.0,0.0,910.4357769748356,0.0,0.0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,25.728133031393355,20.135744507099528,15.914714923273163,28818.26347397408,129813.33388152256,197202.35368325142,6605.844786461129,19.19706675750879,15.172810953231776,27474.828534415465,123761.76285211187,188009.27609408533,6297.896922099086,11.874777094630504,21502.770024949477,96860.32148145362,147142.6917676434,4928.956298566212,16995.172683439472,76555.61994295355,116297.36321393239,3895.705685642529,138626424.44843197,210590517.6803674,7054318.811688478,948615700.2004237,31776537.959528185,48272453.14601764,5.194820488936823,5.4293096261414675,,,,,,4.952651027342602,4.317645747835899,,,,,,3.8761194058546824,4.1561887057732445,,,,,,3.0635736032007306,3.560607514407491,,,,,,5547.49938623424,4915.787680172107,,,,,,24988.993201589972,22911.064698087626,,,,,,37961.34132126885,26907.008958082133,,,,,,1271.6213775874069,1091.0285772811212,,,,,,1,0,1
5.117239217149696,5.08006166113167,2.8165178505810964,3.4904159216065325,1346.4121529082058,24788.54629196937,37498.93931402944,817.8488024597386,4703.488945286604,0,0,0,0,0,0,0,0,2024-01-03,5.194820488936823,0.0,0.0,4.952651027342602,0.0,0.0,3.8761194058546824,0.0,0.0,3.0635736032007306,0.0,0.0,5547.49938623424,0.0,0.0,24988.993201589972,0.0,0.0,37961.34132126885,0.0,0.0,1271.6213775874069,0.0,0.0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,25.99589075788161,14.412795600795754,17.861293238208646,6889.913071308824,126848.92122139635,191891.04285926797,4185.127965645889,14.308084350630006,17.73152810475691,6839.856758070729,125927.34365302122,190496.9239423041,4154.722345978167,9.830818749157267,3792.1938629052866,69817.38312128758,105616.43195582117,2303.4857512042267,4699.538415555331,86522.33665097046,130886.8948250455,2854.6324815723074,33375599.980435204,50489027.61357654,1101161.5668732147,929544193.085569,20273282.899604946,30668462.611489393,5.117239217149696,5.156029853043259,5.325286156477544,,,,,5.08006166113167,5.016356344237137,4.5717843856011555,,,,,2.8165178505810964,3.3463186282178894,3.7096317540425283,,,,,3.4904159216065325,3.2769947624036315,3.537210316807171,,,,,1346.4121529082058,3446.955769571223,3725.995837750807,,,,,24788.54629196937,24888.76974677967,23536.891896048208,,,,,37498.93931402944,37730.140317649144,30437.652410064573,,,,,817.8488024597386,1044.7350900235729,999.9686523406604,,,,,2,0,1
5.11725267149125,3.6213062067055324,3.595526614972969,2.237409072897702,6225.9622565931295,11454.994398874403,36641.290978770434,1204.40822866331,1857.5472686702512,0,0,0,0,0,0,0,0,2024-01-04,5.117239217149696,5.663798763346113,0.0,5.08006166113167,3.6826404683291947,0.0,2.8165178505810964,4.436258005691806,0.0,3.4904159216065325,4.057641425614252,0.0,1346.4121529082058,4284.075974109975,0.0,24788.54629196937,20833.13619458528,0.0,37498.93931402944,15852.67659489542,0.0,817.8488024597386,910.4357769748356,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18.53113886055173,18.399218175888315,11.449387555504526,31859.821990154884,58618.100689557345,187502.74414800125,6163.261225693367,13.020502847176546,8.102343362623719,22546.11576251508,41482.042314420985,132689.3344431248,4361.53099386566,8.044663870185683,22385.612997397762,41186.737235519206,131744.73692113804,4330.48184145138,13930.024440420118,25629.508398033948,81981.55687858569,2694.75389828394,71318362.77687775,228127294.66667104,7498600.173187955,419725782.9293425,13796489.513296457,44131072.363677815,5.11725267149125,5.117245944320473,5.1431041258592565,5.27327778523097,,,,3.6213062067055324,4.350683933918601,4.551339631726601,4.33416484087725,,,,3.595526614972969,3.2060222327770327,3.4293879571362496,3.6811054692751384,,,,2.237409072897702,2.8639124972521173,2.9304661992349885,3.2122600058298043,,,,6225.9622565931295,3786.1872047506677,4373.291265245191,4350.987442461387,,,,11454.994398874403,18121.770345421886,20410.844630811247,20516.417521754756,,,,36641.290978770434,37070.11514639994,37367.19053802291,31988.562052241035,,,,1204.40822866331,1011.1285155615243,1097.959469570152,1051.0785464213227,,,,3,0,1
6.326088164420083,4.769540976203284,2.2958934695877833,5.580623211629159,6723.641641092505,31469.636402379932,32982.7379892466,1315.8499493995166,7763.494685946088,0,0,0,0,0,0,0,0,2024-01-05,5.11725267149125,5.194820488936823,0.0,3.6213062067055324,4.952651027342602,0.0,3.595526614972969,3.8761194058546824,0.0,2.237409072897702,3.0635736032007306,0.0,6225.9622565931295,5547.49938623424,0.0,11454.994398874403,24988.993201589972,0.0,36641.290978770434,37961.34132126885,0.0,1204.40822866331,1271.6213775874069,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30.172536719276202,14.524024504728636,35.30351444917522,42534.34980751732,199079.6943836991,208651.70842394157,8324.182791049048,10.95035798019646,26.617011080616443,32068.684316497394,150095.72032736958,157312.52034708834,6276.000252196012,12.812516387809387,15436.764935632767,72250.93270652607,75724.85275863616,3021.051305783765,37522.1106089572,175620.18336865137,184064.2332058724,7343.262770639996,211590557.74508223,221764110.5817421,8847303.513212055,1037954772.0765542,41409319.46769282,43400334.11420765,6.326088164420083,5.721670417955666,5.5201933510203425,5.438850135499463,5.483839861068793,,,4.769540976203284,4.195423591454408,4.490302948013496,4.605889967845772,4.421240067942457,,,2.2958934695877833,2.945710042280376,2.9026459783806167,3.146014335249133,3.404063069337667,,,5.580623211629159,3.9090161422634306,3.7694827353777978,3.593005452333531,3.685932646989675,,,6723.641641092505,6474.801948842817,4765.33868353128,4960.87885920702,4825.518282187611,,,31469.636402379932,21462.315400627165,22571.059031074565,23175.542573703417,22707.061297879794,,,32982.7379892466,34812.01448400851,35707.656094015496,36271.07740082883,32187.39723964215,,,1315.8499493995166,1260.1290890314133,1112.702326840855,1152.432089527493,1104.0328270169616,,,4,0,1
5.843558178431473,4.375515501696554,4.16758053715701,4.442624226903211,3739.776155165997,20127.41505364168,30076.992578944155,1153.5929006596336,-780.4255085482209,0,0,0,0,0,1,1,0,2024-01-06,6.326088164420083,5.117239217149696,0.0,4.769540976203284,5.08006166113167,0.0,2.2958934695877833,2.8165178505810964,0.0,5.580623211629159,3.4904159216065325,0.0,6723.641641092505,1346.4121529082058,0.0,31469.636402379932,24788.54629196937,0.0,32982.7379892466,37498.93931402944,0.0,1315.8499493995166,817.8488024597386,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,25.568579394792586,24.353499332175673,25.96073313481806,21853.59953702327,117615.72084739257,175756.65596731185,6741.087229230088,18.235313244899345,19.438771173027668,16363.448539803956,88067.81657628974,131602.34727358236,5047.56361948332,18.51499426194403,15585.818317593681,83882.62324083806,125348.28888822347,4807.691320591589,16614.4201501354,89418.54174224491,133620.7759036054,5124.979768454038,75272026.88273828,112481219.66584,4314179.222655674,605372113.2017096,23218843.11451088,34696605.112262465,5.843558178431473,6.0848231714257786,5.762299671447603,5.601034557873126,5.519791744085865,5.543792913962573,,4.375515501696554,4.572528238949919,4.25545422820179,4.46160608643426,4.559815074615929,4.413619306901473,,4.16758053715701,3.2317370033723964,3.3530002072392535,3.218879618074715,3.3503275756307085,3.531315980640891,,4.442624226903211,5.0116237192661846,4.086885503810024,3.937768108259151,3.762929207247467,3.8120479103085976,,3739.776155165997,5231.708898129251,5563.126684283877,4508.948051439959,4716.658318398815,4644.561261017342,,20127.41505364168,25798.525728010805,21017.34861829867,21960.148036716346,22565.91706969107,22277.120257173443,,30076.992578944155,31529.865284095376,33233.67384898706,34299.99021524766,35032.26043645189,31835.663129525816,,1153.5929006596336,1234.7214250295751,1224.6170262408202,1122.9249702955497,1152.664251753921,1112.2928392907402,,5,1,1
4.918003499080231,5.104524356643589,5.231399528403856,2.129807031411157,3833.2421063181982,18409.610018668525,38259.11518501118,1414.1632332270412,1610.436867709731,0,0,0,0,0,0,0,0,2024-01-07,5.843558178431473,5.11725267149125,0.0,4.375515501696554,3.6213062067055324,0.0,4.16758053715701,3.595526614972969,0.0,4.442624226903211,2.237409072897702,0.0,3739.776155165997,6225.9622565931295,0.0,20127.41505364168,11454.994398874403,0.0,30076.992578944155,36641.290978770434,0.0,1153.5929006596336,1204.40822866331,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,25.104068647113436,25.728041185776835,10.47439843284575,18851.898091694573,90538.52648851428,188158.46235159857,6954.859729281202,26.70380631207127,10.871651866789026,19566.877696613017,93972.30273660332,195294.58532552214,7218.63066827728,11.141871499715544,20053.220947250826,96308.02516976143,200148.7171360163,7398.052871390017,8164.065991137812,39208.916863297505,81484.53253660617,3011.894797690088,70568492.28445755,146656451.2776628,5420830.050812977,704335390.215375,26034193.626449212,54104634.030441195,4.918003499080231,5.380780838755852,5.695883280643929,5.551225628355759,5.464428346114547,5.419493703251592,5.454394426122238,5.104524356643589,4.740019929170071,4.749860278181142,4.46772176031224,4.590189740476125,4.650599954953872,4.512320028293204,5.231399528403856,4.699490032780433,3.8982911783828826,3.822600037530404,3.6213836001405424,3.6638395677595663,3.7741850588927432,2.129807031411157,3.2862156291571836,4.051018156647842,3.597615885710307,3.5761758928895526,3.4907421779414154,3.5717277847518205,3833.2421063181982,3786.5091307420976,4765.5533008589,5130.655539792457,4373.806862415608,4569.422283052046,4528.65852463175,18409.610018668525,19268.5125361551,23335.55382489671,20365.413968391134,21250.04043310678,21873.19922785398,21724.61879452988,38259.11518501118,34168.05388197767,33772.94858440064,34490.03418299309,35091.81520920036,35570.06956121178,32753.299137452297,1414.1632332270412,1283.8780669433374,1294.535361095397,1272.0035779873754,1181.172622881848,1196.2474153327746,1155.4171812816403,6,1,1
5.695003171814889,5.177052230579168,2.8636212350700507,5.538673392824352,4970.314892480297,14584.07384007308,45388.107900827636,1179.003078959025,-7776.741626384073,0,0,0,0,1,0,0,1,2024-01-08,4.918003499080231,6.326088164420083,5.663798763346113,5.104524356643589,4.769540976203284,3.6826404683291947,5.231399528403856,2.2958934695877833,4.436258005691806,2.129807031411157,5.580623211629159,4.057641425614252,3833.2421063181982,6723.641641092505,4284.075974109975,18409.610018668525,31469.636402379932,20833.13619458528,38259.11518501118,32982.7379892466,15852.67659489542,1414.1632332270412,1315.8499493995166,910.4357769748356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.48332887379971,16.30833201660041,31.542762539781418,28305.959077594074,83056.34677719875,258485.4184578898,6714.426274251168,14.825116702553277,28.6740014427708,25731.57980079598,75502.51200468163,234976.60524974766,6103.760519784528,15.860662741809298,14233.099271091494,41763.263542262895,129974.34960446076,3376.218253120036,27528.95084893925,80776.42173699844,251389.90558095477,6530.11298348834,72487439.40034755,225593188.64098623,5860016.561630166,661943517.0868746,17194667.961211935,53512718.963200234,5.695003171814889,5.306503335447561,5.485521616442198,5.695663253436669,5.579981137047585,5.50285748373127,5.458852198760634,5.177052230579168,5.1407882936113785,4.8856973629731035,4.856658266280649,4.609587854365626,4.6880001554933,4.725807422900344,2.8636212350700507,4.047510381736954,4.087533766876972,3.639623692554675,3.630804277038334,3.4950898726287942,3.5495226630896357,5.538673392824352,3.834240212117754,4.037034883712907,4.422931965691969,3.985827387133116,3.903258809545352,3.783303780067549,4970.314892480297,4401.778499399248,4181.111051321498,4816.7436987642495,5098.587410330025,4473.224867426389,4626.69265582751,14584.07384007308,16496.8419293708,17707.03297079443,21147.683828690802,19209.145942727522,20139.046000934497,20831.89560102814,45388.107900827636,41823.6115429194,37908.07188826099,36676.738413507395,36669.648926559996,36807.86399113824,36972.646466871185,1179.003078959025,1296.5831560930333,1248.9197376152333,1265.6522905613042,1253.4034781817052,1180.8110322280443,1193.7839387079532,0,0,1
5.484279088592947,4.375693065043804,2.042483103114117,2.6614413246210287,4092.795176652074,36189.97301562253,22375.6762930812,1043.2755814867471,8522.663923920123,0,0,0,0,0,0,0,0,2024-01-09,5.695003171814889,5.843558178431473,5.194820488936823,5.177052230579168,4.375515501696554,4.952651027342602,2.8636212350700507,4.16758053715701,3.8761194058546824,5.538673392824352,4.442624226903211,3.0635736032007306,4970.314892480297,3739.776155165997,5547.49938623424,14584.07384007308,20127.41505364168,24988.993201589972,45388.107900827636,30076.992578944155,37961.34132126885,1179.003078959025,1153.5929006596336,1271.6213775874069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.997521974720915,11.201547371213184,14.59608700213622,22446.031001207048,198475.91222632167,122714.45358727018,5721.614455187414,8.937279149765592,11.645650347165232,17908.815471121212,158356.2139485819,97909.09158130047,4565.053726841102,5.4359489354681045,8359.46499281882,73917.40838656486,45701.940749369474,2130.872747078236,10892.734216351453,96317.4897206977,59551.54955274938,2776.6167455368623,148118147.0015086,91579060.0066509,4269913.267827846,809775121.2529134,37756115.14186328,23343996.695823513,5.484279088592947,5.589641130203918,5.365761919829356,5.4852109844798855,5.653386420467925,5.564030795638479,5.500203427282939,4.375693065043804,4.7763726478114865,4.88575655075552,4.758196288490779,4.76046522603328,4.570605389478655,4.643384856857657,2.042483103114117,2.453052169092084,3.3791679555293412,3.5762711009362587,3.3201955746665632,3.3660840813842974,3.2875746198409828,2.6614413246210287,4.10005735872269,3.4433072496188455,3.693136493939937,4.070633837477781,3.765096376714435,3.7258563116990198,4092.795176652074,4531.555034566186,4298.784058483523,4159.032082654142,4671.953994341815,4930.9553713837,4418.877768744344,36189.97301562253,25387.023427847802,23061.218958121375,22327.767982001453,24156.141666077147,22039.283788210025,22432.03557446136,22375.6762930812,33881.89209695442,35340.96645964,34024.97298946604,33816.52598942215,34287.32015431353,34746.122891415805,1043.2755814867471,1111.1393302228862,1212.1472978909378,1197.5086985831117,1221.1769487463928,1218.382162065879,1161.1631106935731,1,0,1
3.2924902805350156,5.7493009219130204,3.231572111727111,3.375163864705681,5268.7122487359275,21452.42402172781,38625.003166358176,1029.9560046592983,-975.0377277052104,0,0,0,0,0,0,0,0,2024-01-10,5.484279088592947,4.918003499080231,5.117239217149696,4.375693065043804,5.104524356643589,5.08006166113167,2.042483103114117,5.231399528403856,2.8165178505810964,2.6614413246210287,2.129807031411157,3.4904159216065325,4092.795176652074,3833.2421063181982,1346.4121529082058,36189.97301562253,18409.610018668525,24788.54629196937,22375.6762930812,38259.11518501118,37498.93931402944,1043.2755814867471,1414.1632332270412,817.8488024597386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.929517405269625,10.639919768709529,11.112694219756454,17347.183869898825,70631.8975854547,127172.4475108685,3391.120134719417,18.579280521181087,19.404832718959884,30291.41218895189,123336.44120538872,222066.76631323638,5921.527007117555,10.907085417691974,17026.223567730056,69325.05519756034,124819.48304777444,3328.3771009628667,17782.767195465713,72405.44636847982,130365.71496123463,3476.2702891626996,113026649.20835416,203504027.2900553,5426541.817407562,828599945.7652948,22095052.93567593,39782053.941175014,3.2924902805350156,4.388384684563981,4.823924180314283,4.84744401000577,5.046666843690911,5.259903730479107,5.239525007766555,5.7493009219130204,5.062496993478412,5.100682072511997,5.101642643544896,4.956417215175227,4.92527117534657,4.738990465540708,3.231572111727111,2.637027607420614,2.712558816637093,3.3422689945787836,3.5073313030944293,3.305424997509988,3.346868085718985,3.375163864705681,3.0183025946633544,3.8584261940503537,3.4262714033905546,3.6295419680930863,3.9547221753490986,3.7093917321417558,5268.7122487359275,4680.753712694001,4777.274105956099,4541.266106046624,4380.968115870499,4771.4137034075,4979.206353862589,21452.42402172781,28821.19851867517,24075.49029247447,22659.020224022985,22152.699189946725,23705.52205868559,21955.446678712564,38625.003166358176,30500.33972971969,35462.929120089,36161.97563631955,34944.97902484446,34617.93885224482,34906.98915603419,1029.9560046592983,1036.6157930730228,1084.0782217016902,1166.599474583028,1163.9981597983492,1189.3067913985437,1191.4641395792244,2,0,1
